"t","i","j","k","v","q"
2021,710,208,847989,230.467,"        5.948"
2021,710,208,848110,0.237,"        0.002"
2021,710,208,848130,0.142,"        0.004"
2021,710,208,848190,4.496,"        1.666"
2021,710,208,848250,5.821,"        0.020"
2021,710,208,848340,95.8,"        4.107"
2021,710,208,848360,1.714,"        0.062"
2021,710,208,848490,0.468,"        0.011"
2021,710,208,850110,0.001,"           NA"
2021,710,208,850132,1.694,"        0.018"
2021,710,208,850152,0.956,"        0.099"
2021,710,208,850230,96.994,"        6.500"
2021,710,208,850440,13.986,"        0.258"
2021,710,208,850490,160.98,"        2.931"
2021,710,208,850810,0.759,"        0.034"
2021,710,208,850910,1.703,"        0.007"
2021,710,208,851140,5.441,"        0.147"
2021,710,208,851390,2.633,"        0.041"
2021,710,208,851580,0.205,"        0.007"
2021,710,208,851790,307.998,"        0.099"
2021,710,208,851821,0.113,"        0.005"
2021,710,208,851830,1.815,"        0.016"
2021,710,208,852110,85.114,"        0.241"
2021,710,208,852390,786.106,"        0.001"
2021,710,208,852510,9.931,"        0.047"
2021,710,208,852610,2.261,"        0.003"
2021,710,208,852692,4.825,"        0.023"
2021,710,208,852910,1470.841,"        1.018"
2021,710,208,853120,8.948,"        0.050"
2021,710,208,853400,5.67,"        0.044"
2021,710,208,853620,3.12,"        0.032"
2021,710,208,853650,0.382,"        0.013"
2021,710,208,853690,5.258,"        0.107"
2021,710,208,853720,0.152,"        0.004"
2021,710,208,853890,3.229,"        0.022"
2021,710,208,853990,1.657,"        0.133"
2021,710,208,854290,12.466,"        0.122"
2021,710,208,854390,3.499,"        0.266"
2021,710,208,854419,0.007,"        0.006"
2021,710,208,854441,3.371,"        0.105"
2021,710,208,854460,2.636,"        0.030"
2021,710,208,870421,8254.036,"      868.763"
2021,710,208,870829,2.305,"        0.076"
2021,710,208,870840,0.323,"        0.003"
2021,710,208,870870,2.898,"        0.135"
2021,710,208,870892,3.339,"        0.034"
2021,710,208,870899,9.411,"        1.109"
2021,710,208,871150,23.188,"        0.500"
2021,710,208,871200,5.411,"        0.137"
2021,710,208,871491,0.404,"        0.015"
2021,710,208,871499,3.552,"        0.095"
2021,710,208,880330,584.805,"        0.183"
2021,710,208,890391,28.419,"        1.353"
2021,710,208,890399,109.076,"        4.893"
2021,710,208,900290,4.916,"        0.009"
2021,710,208,900490,1.907,"        0.015"
2021,710,208,900691,1.687,"        0.012"
2021,710,208,900791,13.065,"        0.021"
2021,710,208,900912,4.545,"        0.071"
2021,710,208,901410,0.009,"           NA"
2021,710,208,901530,2.089,"        0.002"
2021,710,208,901590,22.248,"        0.081"
2021,710,208,901780,0.019,"        0.001"
2021,710,208,901819,280.289,"        0.914"
2021,710,208,901831,1.177,"        0.004"
2021,710,208,901839,1.282,"        0.002"
2021,710,208,901849,7.375,"        0.021"
2021,710,208,902119,0.046,"        0.004"
2021,710,208,902130,3.908,"        0.001"
2021,710,208,902211,19.258,"        0.123"
2021,710,208,902490,1.861,"        0.028"
2021,710,208,902580,0.378,"        0.001"
2021,710,208,902610,3.04,"        0.021"
2021,710,208,902680,0.787,"        0.004"
2021,710,208,902710,5.077,"        0.026"
2021,710,208,902780,8.766,"        0.029"
2021,710,208,903010,20.361,"        0.018"
2021,710,208,903039,3.371,"        0.011"
2021,710,208,903081,10.263,"        0.131"
2021,710,208,903090,20.606,"        0.138"
2021,710,208,903180,38.495,"        0.137"
2021,710,208,903289,0.046,"           NA"
2021,710,208,903300,8.01,"        0.014"
2021,710,208,910121,41.829,"           NA"
2021,710,208,910221,4.982,"           NA"
2021,710,208,910599,1.845,"        0.016"
2021,710,208,910700,0.34,"        0.005"
2021,710,208,920890,0.306,"        0.003"
2021,710,208,930320,4.435,"        0.021"
2021,710,208,940161,10.865,"        1.378"
2021,710,208,940179,1.089,"        0.022"
2021,710,208,940190,0.007,"        0.001"
2021,710,208,940290,1.92,"        0.156"
2021,710,208,940330,32.085,"        5.194"
2021,710,208,940370,0.085,"        0.155"
2021,710,208,940429,0.042,"        0.002"
2021,710,208,940510,1.261,"        0.081"
2021,710,208,940540,0.372,"        0.029"
2021,710,208,940591,0.243,"        0.001"
2021,710,208,950390,1.223,"        0.019"
2021,710,208,950590,0.125,"        0.001"
2021,710,208,950629,94.078,"        3.305"
2021,710,208,950691,0.222,"        0.003"
2021,710,208,950710,4.855,"        0.019"
2021,710,208,950790,2.427,"        0.079"
2021,710,208,960190,0.139,"        0.007"
2021,710,208,960390,0.081,"        0.002"
2021,710,208,960629,0.448,"        0.001"
2021,710,208,961210,4.019,"        0.155"
2021,710,208,970190,18.468,"        0.094"
2021,710,208,970300,15.207,"        0.158"
2021,710,212,240220,0.018,"           NA"
2021,710,212,481110,0.281,"        0.205"
2021,710,212,491000,0.056,"        0.008"
2021,710,214,30410,7.172,"        0.545"
2021,710,214,120991,526.232,"        4.931"
2021,710,214,170490,0.018,"        0.055"
2021,710,214,200940,18.931,"        9.821"
2021,710,214,200990,14.363,"       15.725"
2021,710,214,220421,0.638,"        0.198"
2021,710,214,220890,0.511,"        0.011"
2021,710,214,271220,395.944,"      430.233"
2021,710,214,283329,26.16,"       20.000"
2021,710,214,291531,0.032,"        0.001"
2021,710,214,293319,17.286,"        0.025"
2021,710,214,300630,3.229,"        0.054"
2021,710,214,320120,118.985,"       77.109"
2021,710,214,321490,0.016,"        0.001"
2021,710,214,321519,78.389,"        6.801"
2021,710,214,330520,64.833,"       11.452"
2021,710,214,340290,1.623,"        0.155"
2021,710,214,360200,8.007,"        0.200"
2021,710,214,370790,6.058,"        0.302"
2021,710,214,382200,4.377,"        0.028"
2021,710,214,390290,74.681,"       49.662"
2021,710,214,391729,0.015,"        0.009"
2021,710,214,391732,1.731,"        0.174"
2021,710,214,391740,0.235,"        0.123"
2021,710,214,392190,15.6,"        0.993"
2021,710,214,392310,2.128,"        1.836"
2021,710,214,392390,0.332,"        0.184"
2021,710,214,392510,1.416,"        0.028"
2021,710,214,400910,1.189,"        0.007"
2021,710,214,400930,0.145,"        0.004"
2021,710,214,401099,56.621,"       17.231"
2021,710,214,401695,0.966,"        0.097"
2021,710,214,420100,0.926,"        0.009"
2021,710,214,480252,47.752,"       50.428"
2021,710,214,482010,5.214,"        0.626"
2021,710,214,491000,5.849,"        0.723"
2021,710,214,540710,1.863,"        0.004"
2021,710,214,560210,1.927,"        0.194"
2021,710,214,611231,1.4,"        0.005"
2021,710,214,630612,2.276,"        0.006"
2021,710,214,670210,3.8,"        0.322"
2021,710,214,681390,0.47,"        0.012"
2021,710,214,700711,0.052,"        0.007"
2021,710,214,700910,0.608,"        0.001"
2021,710,214,720890,8.228,"        2.447"
2021,710,214,730420,16.91,"        0.167"
2021,710,214,730690,1.241,"        0.224"
2021,710,214,730729,3.95,"        0.607"
2021,710,214,730820,21.911,"           NA"
2021,710,214,730890,15642.068,"     3372.490"
2021,710,214,731430,1017.308,"        8.884"
2021,710,214,731512,0.32,"        0.007"
2021,710,214,731822,0.005,"        0.003"
2021,710,214,732020,0.278,"        0.001"
2021,710,214,732690,9261.49,"     1219.148"
2021,710,214,741820,0.126,"        0.001"
2021,710,214,761690,0.476,"        0.237"
2021,710,214,820570,4.303,"        0.508"
2021,710,214,830120,1.116,"        0.013"
2021,710,214,830220,2.616,"        0.096"
2021,710,214,831000,0.119,"        0.002"
2021,710,214,840991,2.312,"        0.008"
2021,710,214,841229,0.978,"        0.040"
2021,710,214,841330,3.976,"        0.112"
2021,710,214,841381,69.268,"        0.086"
2021,710,214,841430,3.333,"        0.244"
2021,710,214,841480,0.058,"           NA"
2021,710,214,841899,23.262,"        1.895"
2021,710,214,841990,408.609,"       36.269"
2021,710,214,842123,14.703,"        0.020"
2021,710,214,842131,22.012,"        0.014"
2021,710,214,842199,280.585,"       10.319"
2021,710,214,842481,17.7,"        0.393"
2021,710,214,842490,11.537,"        1.851"
2021,710,214,842611,41.234,"        3.877"
2021,710,214,842839,21.261,"        1.488"
2021,710,214,843139,1179.624,"      140.108"
2021,710,214,843149,18.161,"        0.233"
2021,710,214,843880,85.05,"        1.880"
2021,710,214,844311,0.188,"           NA"
2021,710,214,846799,21.48,"        0.148"
2021,710,214,847199,7.381,"        0.001"
2021,710,214,847340,2.681,"        0.122"
2021,710,214,847439,1182.136,"       89.365"
2021,710,214,847490,91.849,"        5.919"
2021,710,214,847989,17.323,"        0.452"
2021,710,214,848079,69.854,"        7.623"
2021,710,214,848130,0.959,"        0.086"
2021,710,214,848180,2.306,"        0.523"
2021,710,214,848210,0.121,"        0.002"
2021,710,214,848230,0.04,"           NA"
2021,710,214,848280,1.01,"        0.032"
2021,710,214,848310,4.606,"        0.290"
2021,710,214,848340,33.347,"        1.533"
2021,710,214,848360,26.208,"        0.796"
2021,710,214,848410,0.63,"        0.004"
2021,710,214,848590,0.066,"        0.001"
2021,710,214,850151,0.989,"        0.023"
2021,710,214,850440,1.265,"        0.004"
2021,710,214,850780,77.376,"        1.332"
2021,710,214,851220,0.478,"        0.013"
2021,710,214,851290,0.231,"        0.005"
2021,710,214,852313,0.458,"        0.212"
2021,710,214,852520,5.251,"        0.062"
2021,710,214,852721,0.642,"        0.001"
2021,710,214,853090,0.158,"           NA"
2021,710,214,853190,1.286,"        0.720"
2021,710,214,853540,0.138,"        0.002"
2021,710,214,853650,0.206,"           NA"
2021,710,214,853710,71.091,"        1.700"
2021,710,214,853890,3.446,"        1.930"
2021,710,214,854140,2.266,"           NA"
2021,710,214,854320,4.321,"        0.001"
2021,710,214,854441,0.107,"        0.001"
2021,710,214,860900,3.082,"        0.336"
2021,710,214,870431,8.971,"        1.565"
2021,710,214,870829,1.407,"        0.036"
2021,710,214,870840,47.328,"        0.330"
2021,710,214,870870,0.626,"        0.004"
2021,710,214,870891,0.268,"        0.008"
2021,710,214,870894,3.644,"        0.002"
2021,710,214,871493,0.195,"        0.007"
2021,710,214,880390,4.104,"        0.100"
2021,710,214,901590,6.573,"        0.002"
2021,710,214,901890,6.84,"        0.016"
2021,710,214,902610,75.597,"        0.074"
2021,710,214,902680,10.287,"        0.053"
2021,710,214,902790,19.289,"        0.232"
2021,710,214,903210,0.248,"        0.003"
2021,710,214,903290,0.142,"           NA"
2021,710,214,950720,6.201,"        0.014"
2021,710,218,10600,0.201,"        0.003"
2021,710,218,30613,63.561,"       20.600"
2021,710,218,120991,302.493,"        1.059"
2021,710,218,151590,0.07,"        0.003"
2021,710,218,200940,6.275,"        2.340"
2021,710,218,220300,27.793,"       19.104"
2021,710,218,220429,11.872,"       10.400"
2021,710,218,220830,0.888,"        0.144"
2021,710,218,220850,3.977,"        0.999"
2021,710,218,250510,3.968,"        5.000"
2021,710,218,271290,105.729,"       22.703"
2021,710,218,282490,87.685,"       20.000"
2021,710,218,291413,15.484,"        4.352"
2021,710,218,291531,1.336,"        0.026"
2021,710,218,292249,1.407,"        0.031"
2021,710,218,293410,0.002,"           NA"
2021,710,218,300290,37.914,"        2.000"
2021,710,218,300490,22.578,"        0.571"
2021,710,218,300590,88.797,"        3.360"
2021,710,218,320290,0.887,"        0.500"
2021,710,218,321519,136.691,"        5.013"
2021,710,218,330129,1.202,"           NA"
2021,710,218,340399,0.02,"           NA"
2021,710,218,350610,0.669,"        0.012"
2021,710,218,380830,1364.933,"      278.319"
2021,710,218,381090,0.987,"        0.001"
2021,710,218,382390,25.649,"       14.490"
2021,710,218,390210,94.813,"       91.979"
2021,710,218,391721,5.976,"        0.032"
2021,710,218,391740,1.366,"        0.030"
2021,710,218,392329,0.688,"        0.165"
2021,710,218,392350,0.054,"           NA"
2021,710,218,392690,5.9,"        0.071"
2021,710,218,400930,4.545,"        0.026"
2021,710,218,401010,0.148,"        0.006"
2021,710,218,401110,34.418,"        7.760"
2021,710,218,401693,3.045,"        0.053"
2021,710,218,420299,0.045,"        0.003"
2021,710,218,442190,5.651,"        0.005"
2021,710,218,480419,425.686,"      660.449"
2021,710,218,482010,0.115,"        0.002"
2021,710,218,490191,0.444,"        0.188"
2021,710,218,491000,1.954,"        0.244"
2021,710,218,550320,66.076,"       67.445"
2021,710,218,591110,0.502,"        0.001"
2021,710,218,621143,177.2,"        2.162"
2021,710,218,650610,107.403,"        2.168"
2021,710,218,700711,0.18,"        0.039"
2021,710,218,701399,0.023,"        0.001"
2021,710,218,720110,226.627,"      492.314"
2021,710,218,720230,126.472,"      297.040"
2021,710,218,720842,10.537,"        0.144"
2021,710,218,721934,943.856,"      459.759"
2021,710,218,730441,1.326,"        0.166"
2021,710,218,730719,0.173,"           NA"
2021,710,218,731210,0.009,"        0.001"
2021,710,218,731582,73.755,"       39.282"
2021,710,218,731816,0.02,"           NA"
2021,710,218,732020,0.33,"        0.054"
2021,710,218,761090,0.129,"        0.007"
2021,710,218,761610,0.368,"        0.086"
2021,710,218,820220,32.354,"        2.052"
2021,710,218,820232,8.754,"        0.430"
2021,710,218,820711,6.123,"        0.138"
2021,710,218,820740,22.183,"        0.179"
2021,710,218,820760,1.712,"        0.015"
2021,710,218,820780,8.054,"        0.072"
2021,710,218,820890,8.147,"        0.091"
2021,710,218,830210,0.172,"        0.020"
2021,710,218,830260,0.359,"        0.006"
2021,710,218,840710,296.664,"        0.200"
2021,710,218,840991,5.521,"        0.305"
2021,710,218,841229,2.915,"        0.109"
2021,710,218,841350,1.035,"        0.030"
2021,710,218,841370,2.166,"        0.119"
2021,710,218,841391,15.319,"        0.112"
2021,710,218,841480,7.588,"        0.356"
2021,710,218,841981,15.882,"        1.493"
2021,710,218,842121,16.167,"        0.717"
2021,710,218,842129,0.692,"        0.010"
2021,710,218,842139,39.504,"        0.329"
2021,710,218,842240,2.596,"        0.300"
2021,710,218,842490,4.077,"        0.191"
2021,710,218,842951,139.025,"       22.749"
2021,710,218,843120,0.159,"        0.001"
2021,710,218,843149,127.065,"        6.384"
2021,710,218,843699,0.195,"        0.037"
2021,710,218,843790,0.171,"        0.013"
2021,710,218,844390,0.268,"        0.016"
2021,710,218,846692,8.031,"        0.143"
2021,710,218,847330,3.526,"        0.077"
2021,710,218,847490,4.448,"        0.199"
2021,710,218,847982,1.886,"        0.001"
2021,710,218,847990,10.729,"        0.144"
2021,710,218,848079,13.328,"        0.476"
2021,710,218,848120,0.573,"        0.031"
2021,710,218,848140,1.153,"        0.012"
2021,710,218,848190,0.578,"        0.007"
2021,710,218,848220,0.081,"        0.001"
2021,710,218,848250,1.564,"        0.049"
2021,710,218,848291,0.064,"        0.002"
2021,710,218,848310,0.785,"        0.029"
2021,710,218,848340,36.666,"        0.390"
2021,710,218,848360,6.504,"        0.201"
2021,710,218,848410,1.267,"        0.051"
2021,710,218,848590,1.921,"        0.133"
2021,710,218,850300,0.004,"           NA"
2021,710,218,850450,0.445,"        0.038"
2021,710,218,850710,63.651,"       22.475"
2021,710,218,851190,1.709,"        0.090"
2021,710,218,851430,11.543,"        0.607"
2021,710,218,851690,0.005,"        0.007"
2021,710,218,852520,209.703,"        1.291"
2021,710,218,852721,0.436,"        0.002"
2021,710,218,852810,0.345,"        0.003"
2021,710,218,852990,10.9,"        0.100"
2021,710,218,853090,0.054,"           NA"
2021,710,218,853540,36.142,"        0.020"
2021,710,218,853641,0.431,"        0.005"
2021,710,218,853690,4.692,"        0.085"
2021,710,218,854211,0.582,"        0.002"
2021,710,218,854390,3.382,"        0.019"
2021,710,218,854441,0.008,"        0.002"
2021,710,218,860120,111.636,"        8.416"
2021,710,218,870821,0.047,"        0.003"
2021,710,218,870839,1.512,"        0.013"
2021,710,218,870850,1.629,"        0.131"
2021,710,218,870891,4.339,"        0.104"
2021,710,218,870893,0.005,"           NA"
2021,710,218,870899,22.357,"        1.360"
2021,710,218,901590,0.271,"        0.033"
